+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[9][10]/D|
|                    clk_i |                    clk_i |                                                               apb_uart_i/UART_RXFF/iFIFOMem_reg[10][10]/D|
|                    clk_i |                    clk_i |                                                             apb_uart_i/UART_TX/FSM_onehot_CState_reg[3]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[47][3]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[41][7]/D|
|                    clk_i |                    clk_i |                                                                 apb_uart_i/UART_RXFF/iFIFOMem_reg[2][1]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[35][7]/D|
|                    clk_i |                    clk_i |                                                                              apb_uart_i/iRXFIFOD_reg[3]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[40][6]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[11][2]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[46][8]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[41][9]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[10][6]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[11][6]/D|
|                    clk_i |                    clk_i |                                                                 apb_uart_i/UART_RXFF/iFIFOMem_reg[3][6]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[11][7]/D|
